Id,Label,timeset,user_id,file,image,type,statuses,friends,followers,listed,ffr,lfr,shape
66,CNN,,759251,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/759251.png,friends,153121,1117,37980966,128506,34002.6553,0.0338,triangle-up
172,DewsNewz,,3229908828,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/3229908828.jpg,friends,7349,544,61002,332,112.136,0.0544,triangle-up
217,resistmanual,,821411902588932096,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/821411902588932096.jpg,friends,1365,298,2081,36,6.9832,0.173,triangle-up
221,jeremyscahill,,23839835,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/23839835.jpg,friends,23994,3621,323775,8589,89.4159,0.2653,triangle-up
105,PalisadesAntifa,,848037839098986496,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/848037839098986496.jpg,friends,198,69,476,10,6.8986,0.2101,triangle-up
64,nytimes,,807095,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/807095.jpg,friends,295303,883,39758101,191683,45026.1619,0.0482,triangle-up
194,Chadwick_Moore,,234163619,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/234163619.jpg,friends,3630,880,16172,151,18.3773,0.0934,triangle-up
118,MalibuAntifa,,847900478012665856,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/847900478012665856.jpg,friends,883,786,2247,21,2.8588,0.0935,triangle-up
57,NolteNC,,16163639,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/16163639.jpg,friends,87494,563,142605,2607,253.2948,0.1828,triangle-up
108,420COAntiFa,,854869218587574272,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/854869218587574272.jpg,friends,298,0,316,7,0,0.2215,triangle-down
201,TheSlimHades,,860899655554441216,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/860899655554441216.jpg,friends,4738,2436,1815,11,0.7451,0.0606,triangle-down
84,BelAirAntifa,,854850591402713088,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/854850591402713088.jpg,friends,843,0,660,10,0,0.1515,triangle-down
131,lsarsour,,27187343,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/27187343.jpg,friends,88968,2617,234928,2970,89.77,0.1264,triangle-up
61,FifthAveAntiFa,,847967575283728385,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/847967575283728385.jpg,friends,1129,0,2178,28,0,0.1286,triangle-down
236,washingtonpost,,2467791,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/2467791.jpg,friends,242469,1431,11325027,81784,7914.065,0.0722,triangle-up
220,nantucketantifa,,854515109032603648,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/854515109032603648.jpg,friends,5190,142,651,6,4.5845,0.0922,triangle-up
319,cristinalaila1,,608471241,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/608471241.jpg,friends,58657,744,91470,745,122.9435,0.0814,triangle-up
51,antifaedmonton,,847970457026416641,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/847970457026416641.jpg,friends,166,108,331,8,3.0648,0.2417,triangle-up
67,NevadaAntifa,,848406182284886016,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/848406182284886016.jpg,friends,104,91,250,6,2.7473,0.24,triangle-up
102,GreenwichAntiFa,,847987449712312325,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/847987449712312325.jpg,friends,2262,554,1265,15,2.2834,0.1186,triangle-up
281,splcenter,,65698096,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/65698096.jpg,friends,23682,4004,267116,4614,66.7123,0.1727,triangle-up
290,stillgray,,16106584,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/16106584.jpg,friends,199268,1096,64169,932,58.5484,0.1452,triangle-up
203,sahouraxo,,3293406121,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/3293406121.jpg,friends,1686,240,104043,1130,433.5125,0.1086,triangle-up
153,Antifa_NKorea,,847896097221623808,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/847896097221623808.jpg,friends,24,33,363,6,11,0.1653,triangle-up
97,MaineAntifa,,182563991,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/182563991.jpg,friends,6406,887,11581,28,13.0564,0.0242,triangle-up
285,greggutfeld,,28628850,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/28628850.jpg,friends,22101,666,859927,6821,1291.1817,0.0793,triangle-up
113,Ashke_NAZI,,854192060777320448,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/854192060777320448.jpg,friends,49,210,336,4,1.6,0.119,triangle-up
251,DRUDGE_REPORT,,14669951,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/14669951.jpg,friends,203229,2,1319078,21171,659539,0.1605,triangle-up
218,AntifaSaItLake,,863439245704175617,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/863439245704175617.jpg,friends,4567,163,285,4,1.7485,0.1404,triangle-up
134,chrislhayes,,4207961,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/4207961.jpg,friends,98613,1085,1408213,16229,1297.8922,0.1152,triangle-up
59,MsBlaireWhite,,4316769252,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/4316769252.jpg,friends,3888,1302,146468,598,112.4946,0.0408,triangle-up
27,BreitbartNews,,457984599,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/457984599.jpg,friends,82309,145,841415,7690,5802.8621,0.0914,triangle-up
123,liquid4revolver,,1145601060,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/1145601060.jpg,friends,7346,996,810,8,0.8133,0.0988,triangle-down
136,evepeyser,,2750877815,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/2750877815.jpg,friends,47354,1807,58192,773,32.2037,0.1328,triangle-up
198,WeHoAntifa,,848742108034850816,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/848742108034850816.jpg,friends,459,540,848,12,1.5704,0.1415,triangle-up
309,RoamingMil,,770619360062898176,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/770619360062898176.jpg,friends,5557,426,50460,251,118.4507,0.0497,triangle-up
193,Shareblue,,2467720274,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/2467720274.jpg,friends,44435,1225,57542,970,46.9731,0.1686,triangle-up
216,MrAndyNgo,,2835451658,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/2835451658.jpg,friends,1268,181,4173,44,23.0552,0.1054,triangle-up
87,antifa_news1,,3325376929,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/3325376929.jpg,friends,2457,2768,2274,56,0.8215,0.2463,triangle-down
284,ajplus,,110396781,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/110396781.png,friends,48510,338,758235,6969,2243.2988,0.0919,triangle-up
306,RepublicanChick,,582135529,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/582135529.jpg,friends,11359,3271,46932,153,14.3479,0.0326,triangle-up
151,AtlantaAntifa,,849279726472617984,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/849279726472617984.jpg,friends,378,0,487,7,0,0.1437,triangle-down
114,ElRedPill,,850165175038525441,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/850165175038525441.jpg,friends,581,41,764,20,18.6341,0.2618,triangle-up
268,GeorgeTakei,,237845487,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/237845487.jpg,friends,29347,648,2739653,22889,4227.8596,0.0835,triangle-up
94,SamHarrisOrg,,116994659,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/116994659.jpg,friends,6776,218,939513,8891,4309.6927,0.0946,triangle-up
325,Regula_Aurea,,595769820,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/595769820.jpg,friends,25736,301,2167,78,7.1993,0.3599,triangle-up
247,reason,,16467567,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/16467567.jpg,friends,56706,338,208077,6530,615.6124,0.3138,triangle-up
45,ThePeoplesCube,,23257880,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/23257880.jpg,friends,51238,509,7465,356,14.666,0.4769,triangle-up
129,RonPaul,,287413569,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/287413569.jpg,friends,4689,180,650084,7011,3611.5778,0.1078,triangle-up
239,LibertyConserv,,2490088512,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/2490088512.jpg,friends,6473,433,7116,91,16.4342,0.1279,triangle-up
173,dailykos,,20818801,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/20818801.jpg,friends,66304,45,268236,7770,5960.8,0.2897,triangle-up
80,OrlandoAntifa,,804020499852492800,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/804020499852492800.jpg,friends,223,127,1800,20,14.1732,0.1111,triangle-up
240,ThatTrumpGuy,,705902960967094272,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/705902960967094272.jpg,friends,20011,2340,91864,386,39.2581,0.042,triangle-up
65,POTUS,,822215679726100480,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/822215679726100480.jpg,friends,1374,42,20651735,16014,491707.9762,0.0078,triangle-up
315,RichardDawkins,,15143478,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/15143478.png,friends,30437,368,2466358,19475,6702.0598,0.079,triangle-up
152,tariqnasheed,,16948493,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/16948493.jpg,friends,54706,425,205026,1611,482.4141,0.0786,triangle-up
2,Lauren_Southern,,164070785,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/164070785.jpg,friends,13284,1010,314083,1851,310.9733,0.0589,triangle-up
115,ClintonFdn,,75069067,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/75069067.jpg,friends,8739,789,785810,7415,995.9569,0.0944,triangle-up
270,PPact,,22162854,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/22162854.jpg,friends,36570,1619,446106,5062,275.5442,0.1135,triangle-up
310,RealRedElephant,,729185470584786945,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/729185470584786945.jpg,friends,4091,2115,11741,106,5.5513,0.0903,triangle-up
42,charlesmurray,,19878055,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/19878055.jpg,friends,7938,193,54405,1016,281.8912,0.1867,triangle-up
189,navyhato,,711535251835629568,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/711535251835629568.jpg,friends,2365,70,25563,148,365.1857,0.0579,triangle-up
191,DirtyDingusM,,847851761331318787,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/847851761331318787.jpg,friends,1120,0,279,5,0,0.1792,triangle-down
187,VineyardAntifa,,761792840167022592,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/761792840167022592.jpg,friends,605,311,860,11,2.7653,0.1279,triangle-up
211,maddow,,16129920,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/16129920.jpg,friends,6257,2727,8449135,47009,3098.326,0.0556,triangle-up
100,AntiFaPhoenix,,848013886145961984,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/848013886145961984.jpg,friends,318,74,341,8,4.6081,0.2346,triangle-up
141,BernieSanders,,216776631,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/216776631.jpg,friends,10736,1528,8197256,15316,5364.6963,0.0187,triangle-up
209,Snowden,,2916305152,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/2916305152.jpg,friends,2541,1,3438948,20478,3438948,0.0595,triangle-up
127,CraigCons,,500724305,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/500724305.jpg,friends,9594,345,45020,439,130.4928,0.0975,triangle-up
165,ProudBoysKY,,834919026421817345,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/834919026421817345.jpg,friends,92,22,969,4,44.0455,0.0413,triangle-up
158,AntifaChicago,,849836820942684162,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/849836820942684162.jpg,friends,116,115,188,4,1.6348,0.2128,triangle-up
213,mememayo96,,2324993199,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/2324993199.jpg,friends,19171,4214,5084,37,1.2065,0.0728,triangle-up
197,kalorama_antifa,,859578587669819393,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/859578587669819393.jpg,friends,951,107,367,8,3.4299,0.218,triangle-up
22,ByronYork,,47739450,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/47739450.jpg,friends,36727,1116,214143,4586,191.8844,0.2142,triangle-up
246,ggreenwald,,16076032,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/16076032.jpg,friends,63071,992,908537,19467,915.8639,0.2143,triangle-up
38,York_AntiFA,,3356987195,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/3356987195.jpg,friends,107,154,631,20,4.0974,0.317,triangle-up
241,Veteran4Trump,,3293118434,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/3293118434.jpg,friends,52528,570,124526,320,218.4667,0.0257,triangle-up
330,redsteeze,,393469195,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/393469195.jpg,friends,229706,1755,101629,1907,57.9083,0.1876,triangle-up
195,RogerJStoneJr,,47253057,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/47253057.jpg,friends,32606,3115,279210,2604,89.634,0.0933,triangle-up
7,IngrahamAngle,,50769180,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/50769180.jpg,friends,31390,328,1773799,10714,5407.9238,0.0604,triangle-up
307,katxarielle,,105235413,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/105235413.jpg,friends,2117,800,17933,45,22.4163,0.0251,triangle-up
148,EastDetAntiFa,,849659695862353920,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/849659695862353920.jpg,friends,27,28,102,4,3.6429,0.3922,triangle-up
47,pdxantifa1RL,,848006006931988480,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/848006006931988480.jpg,friends,48,32,284,4,8.875,0.1408,triangle-up
160,PhillyD,,6351572,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/6351572.jpg,friends,50720,1180,1058600,6919,897.1186,0.0654,triangle-up
314,EdDriscoll,,18378801,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/18378801.jpg,friends,106061,895,10709,607,11.9654,0.5668,triangle-up
0,realDonaldTrump,,25073877,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/25073877.jpg,friends,36072,45,40471466,78241,899365.9111,0.0193,triangle-up
162,AntiFaFails,,854018002559410178,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/854018002559410178.jpg,friends,2332,186,395,4,2.1237,0.1013,triangle-up
85,Orlando_DSA,,808885620420595714,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/808885620420595714.jpg,friends,543,246,1435,25,5.8333,0.1742,triangle-up
86,ScarsdaleAntifa,,847678252038541312,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/847678252038541312.jpg,friends,127,74,1657,20,22.3919,0.1207,triangle-up
44,AntifaMidwest,,847675510926622723,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/847675510926622723.jpg,friends,2513,313,2389,24,7.6326,0.1005,triangle-up
266,CaolanRob,,258858596,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/258858596.jpg,friends,1439,220,31486,144,143.1182,0.0457,triangle-up
150,IdahoAntifa,,849149534361968640,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/849149534361968640.jpg,friends,136,0,730,10,0,0.137,triangle-down
308,iBankCoin4tw,,16803117,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/16803117.jpg,friends,47036,86,21211,301,246.6395,0.1419,triangle-up
124,GulfportAntifa,,848710129851781125,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/848710129851781125.jpg,friends,1172,174,518,8,2.977,0.1544,triangle-up
58,FaithGoldy,,83748727,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/83748727.jpg,friends,26160,998,77526,596,77.6814,0.0769,triangle-up
34,RealJamesWoods,,78523300,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/78523300.jpg,friends,18296,4885,921762,5761,188.6923,0.0625,triangle-up
182,Antifajackson,,859634322369916928,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/859634322369916928.jpg,friends,2033,143,241,6,1.6853,0.249,triangle-up
90,TorchAntifa,,802987107782455296,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/802987107782455296.jpg,friends,1020,109,3515,47,32.2477,0.1337,triangle-up
29,benshapiro,,17995040,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/17995040.jpg,friends,98715,199,858226,6116,4312.6935,0.0713,triangle-up
184,lucianwintrich,,15362651,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/15362651.jpg,friends,4490,774,38773,299,50.0943,0.0771,triangle-up
101,VacavilleAntifa,,847804409044099074,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/847804409044099074.jpg,friends,8819,675,1181,17,1.7496,0.1439,triangle-up
156,AntifaPD,,855826472145178624,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/855826472145178624.jpg,friends,125,106,480,7,4.5283,0.1458,triangle-up
30,theblaze,,10774652,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/10774652.jpg,friends,83547,385,667917,7369,1734.8494,0.1103,triangle-up
18,ProudBoysCHS,,856579802173722624,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/856579802173722624.jpg,friends,176,72,148,0,2.0556,0,triangle-up
227,KekNewsNetwork,,827589534649032705,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/827589534649032705.jpg,friends,9792,79,13380,58,169.3671,0.0433,triangle-up
170,TheSafestSpace,,731625421956128768,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/731625421956128768.jpg,friends,6616,122,51736,348,424.0656,0.0673,triangle-up
207,DarkTriadMan,,3914229792,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/3914229792.jpg,friends,57041,99,9331,255,94.2525,0.2733,triangle-up
215,Antifa_Geezer,,863730391580114945,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/863730391580114945.jpg,friends,42,48,21,2,0.4375,0.9524,triangle-down
171,Antifa_HQ,,856926855214972928,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/856926855214972928.jpg,friends,180,30,52,2,1.7333,0.3846,triangle-up
5,scrowder,,19091173,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/19091173.jpg,friends,47689,2909,461926,4368,158.792,0.0946,triangle-up
178,hollywoodantifa,,781488608590991360,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/781488608590991360.jpg,friends,725,166,397,10,2.3916,0.2519,triangle-up
181,NewYorkAntifa,,789126391732264960,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/789126391732264960.jpg,friends,34,68,81,2,1.1912,0.2469,triangle-up
260,EvergreenStCol,,53126857,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/53126857.jpg,friends,1804,256,5171,237,20.1992,0.4583,triangle-up
253,Andywarski,,17918281,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/17918281.jpg,friends,7995,657,33429,138,50.8813,0.0413,triangle-up
56,TheFaction1776,,850109849148964864,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/850109849148964864.jpg,friends,1717,271,1449,14,5.3469,0.0966,triangle-up
161,WashoeANTIFA,,851624162472869888,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/851624162472869888.jpg,friends,901,0,583,12,0,0.2058,triangle-down
256,Antifa_GB_1,,802925432639201280,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/802925432639201280.jpg,friends,23444,2288,2080,58,0.9091,0.2788,triangle-down
155,Antifa90210,,848196242429685761,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/848196242429685761.jpg,friends,62,16,334,10,20.875,0.2994,triangle-up
174,thedailybeast,,16012783,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/16012783.jpg,friends,234031,914,1107952,23655,1212.2013,0.2135,triangle-up
280,Hatewatch,,29770501,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/29770501.png,friends,11012,1167,68456,1202,58.6598,0.1756,triangle-up
33,JackPosobiec,,592730371,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/592730371.jpg,friends,54574,806,210984,2153,261.7667,0.102,triangle-up
254,Rewire_News,,14764240,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/14764240.jpg,friends,62718,3566,53290,2157,14.9439,0.4048,triangle-up
258,LAWereWolfOG,,866391270087720961,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/866391270087720961.jpg,friends,1777,214,474,6,2.215,0.1266,triangle-up
299,gogreen18,,15081340,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/15081340.jpg,friends,24795,1597,272090,2327,170.3757,0.0855,triangle-up
63,HillaryClinton,,1339835893,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/1339835893.jpg,friends,9944,765,18922960,38603,24735.8954,0.0204,triangle-up
210,QuilliamOrg,,84339577,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/84339577.jpg,friends,9135,718,48058,859,66.9331,0.1787,triangle-up
317,StefMacWilliams,,3246042158,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/3246042158.jpg,friends,58195,755,11111,188,14.7166,0.1692,triangle-up
